disease_name	disease_id	1049-953_cmpd_diff	1150-1049_cmpd_diff	1250-1150_cmpd_diff	1350-1250_cmpd_diff	1450-1350_cmpd_diff	1550-1450_cmpd_diff	1650-1550_cmpd_diff	1750-1650_cmpd_diff	1852-1750_cmpd_diff	1950-1852_cmpd_diff	2050-1950_cmpd_diff	2150-2050_cmpd_diff	2250-2150_cmpd_diff	2294-2250_cmpd_diff	1049-953_top10_diff	1150-1049_top10_diff	1250-1150_top10_diff	1350-1250_top10_diff	1450-1350_top10_diff	1550-1450_top10_diff	1650-1550_top10_diff	1750-1650_top10_diff	1852-1750_top10_diff	1950-1852_top10_diff	2050-1950_top10_diff	2150-2050_top10_diff	2250-2150_top10_diff	2294-2250_top10_diff
Neonatal Abstinence Syndrome	MESH:D009357								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Nasopharyngeal Neoplasms	MESH:D009303				0	0	0	0	1	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Myositis	MESH:D009220						1	0	1	0	0	0	0	0	0						50	0	-25	0	0	-25	0	0	0
Myeloproliferative Disorders	MESH:D009196											0	0	1	1											0	0	-33.4	8.4
Mycoplasma Infections	MESH:D009175			0	0	0	0	1	0	1	0	0	0	0	0			0	0	0	0	66.6	0	-16.6	0	0	0	0	0
Mycobacterium Infections, Nontuberculous	MESH:D009165					0	0	0	0	1	0	0	0	1	0					0	0	0	0	0	0	0	0	0	0
Musculoskeletal Diseases	MESH:D009140				0	1	0	1	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Motion Sickness	MESH:D009041								0	0	1	0	0	1	0								0	0	0	0	0	0	0
Methemoglobinemia	MESH:D008708				0	1	1	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Metaplasia	MESH:D008679				1	0	0	0	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Menstruation Disturbances	MESH:D008599					0	0	0	0	1	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Meningitis, Meningococcal	MESH:D008585							0	0	1	1	0	0	0	0							0	0	0	0	0	0	0	0
Meningitis, Aseptic	MESH:D008582						0	0	1	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Meningeal Neoplasms	MESH:D008577			0	0	1	0	0	1	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Meconium Aspiration Syndrome	MESH:D008471							0	0	1	1	0	0	0	0							0	0	0	0	0	0	0	0
Mycetoma	MESH:D008271								0	1	0	1	0	0	0								0	-33.4	0	8.4	0	0	0
Lymphoproliferative Disorders	MESH:D008232									0	0	0	1	0	0									0	0	0	0	0	0
Lymphopenia	MESH:D008231				0	0	1	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Lymphatic Metastasis	MESH:D008207												0	2	0												0	50	0
Lupus Erythematosus, Discoid	MESH:D008179								1	0	0	1	0	0	0								66.6	0	0	-16.6	0	0	0
Liver Diseases, Alcoholic	MESH:D008108						0	1	1	0	0	0	0	0	0						0	0	50	0	0	0	0	0	0
Laryngeal Diseases	MESH:D007818						1	0	0	0	1	0	0	0	0						0	0	0	0	0	0	0	0	0
Polycystic Kidney Diseases	MESH:D007690								0	0	0	2	0	0	0								0	0	0	0	0	0	0
Kidney Calculi	MESH:D007669		0	1	1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinal Polyps	MESH:D007417						2	0	0	0	0	0	0	0	0						75	0	0	0	0	0	0	0	0
Intervertebral Disc Displacement	MESH:D007405					0	0	0	1	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Intermittent Claudication	MESH:D007383	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infarction	MESH:D007238	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ileal Diseases	MESH:D007077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypochondriasis	MESH:D006998			0	0	0	1	1	0	0	0	0	0	0	0			0	0	0	66.6	-16.6	0	0	0	0	0	0	0
Hyperparathyroidism	MESH:D006961									0	0	1	1	0	0									0	0	33.3	41.7	0	0
Hyperlipoproteinemia Type IV	MESH:D006953		0	1	1	0	0	0	0	0	0	0	0	0	0		0	0	-25	0	0	0	0	0	0	0	0	0	0
Hyperesthesia	MESH:D006941					1	0	0	0	0	0	0	0	0	1					0	0	0	0	0	0	0	0	0	0
Hyperaldosteronism	MESH:D006929					0	1	0	1	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
HIV Seropositivity	MESH:D006679									1	0	1	0	0	0									33.3	0	41.7	0	0	0
Histiocytosis, Langerhans-Cell	MESH:D006646					1	0	0	0	0	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Hepatic Veno-Occlusive Disease	MESH:D006504							0	0	0	1	0	0	1	0							0	0	0	0	0	0	0	0
Hemolytic-Uremic Syndrome	MESH:D006463				0	0	1	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Hemoglobinuria, Paroxysmal	MESH:D006457					1	0	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Hematologic Diseases	MESH:D006402					0	0	0	1	0	0	1	0	0	0					0	0	0	0	0	0	0	0	0	0
Hemangioma	MESH:D006391						1	0	0	0	0	0	1	0	0						50	0	0	0	0	-33.4	-16.6	0	0
Heart Valve Diseases	MESH:D006349						1	0	1	0	0	0	0	0	0						-33.4	0	-16.6	0	0	0	0	-25	0
Glycosuria	MESH:D006029				0	1	0	0	0	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Genital Neoplasms, Female	MESH:D005833					0	0	0	2	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Gastroenteritis, Transmissible, of Swine	MESH:D005761	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0
Gallbladder Neoplasms	MESH:D005706									0	0	1	0	1	0									0	0	66.6	0	-16.6	0
Flushing	MESH:D005483	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-16.6	0	0	0	0	0	0	0	0	0	0	0
Fissure in Ano	MESH:D005401					0	1	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Facial Pain	MESH:D005157					0	0	0	0	1	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Eyelid Diseases	MESH:D005141	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eye Diseases	MESH:D005128					1	0	0	0	0	0	1	0	0	0					0	0	0	0	0	0	0	0	0	0
Esophageal Diseases	MESH:D004935					0	1	0	0	0	1	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Edema, Cardiac	MESH:D004489						0	0	0	0	0	2	0	0	0						0	0	0	0	0	0	0	0	0
Dysentery, Amebic	MESH:D004404				1	0	0	0	0	0	0	0	0	0	1				66.6	0	0	0	0	0	0	0	0	0	-16.6
Ductus Arteriosus, Patent	MESH:D004374						0	0	0	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Disseminated Intravascular Coagulation	MESH:D004211								1	0	0	0	0	1	0								0	0	0	0	0	0	0
Dental Caries	MESH:D003731				0	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Coxsackievirus Infections	MESH:D003384						0	0	0	0	0	2	0	0	0						0	0	0	0	0	0	0	0	0
Constriction, Pathologic	MESH:D003251							0	0	0	1	1	0	0	0							0	0	0	0	0	0	0	0
Compartment Syndromes	MESH:D003161							0	1	0	0	0	0	0	0							0	-8.3	0	0	0	0	0	0
Coccidioidomycosis	MESH:D003047					0	0	0	0	1	0	1	0	0	0					0	0	0	0	0	0	50	0	0	0
Cleft Lip	MESH:D002971				0	0	0	0	0	0	0	0	0	0	0				0	-25	0	0	0	0	0	0	0	0	0
Chromoblastomycosis	MESH:D002862			0	0	0	0	1	0	1	0	0	0	0	0			0	0	0	0	0	0	50	0	0	0	0	0
Cholangitis	MESH:D002761						0	0	0	0	0	0	1	0	1						0	0	0	0	0	0	0	0	50
Child Development Disorders, Pervasive	MESH:D002659					1	0	0	0	0	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Central Nervous System Infections	MESH:D002494								0	1	0	0	0	0	1								0	0	0	0	0	0	0
Celiac Disease	MESH:D002446					1	0	0	0	0	0	0	1	0	0					0	0	0	0	0	0	0	0	0	0
Cadmium Poisoning	MESH:D002105				0	0	1	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Borderline Personality Disorder	MESH:D001883				0	0	1	1	0	0	0	0	0	0	0				-50	0	100	-25	0	0	0	0	0	0	0
Bone Marrow Diseases	MESH:D001855							0	0	0	0	1	0	1	0							0	0	0	0	0	0	0	0
Blood Platelet Disorders	MESH:D001791							0	0	0	0	0	1	1	0							0	0	0	0	0	0	0	0
Blast Crisis	MESH:D001752						0	0	1	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Birth Weight	MESH:D001724				0	0	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Biliary Tract Diseases	MESH:D001660							0	1	0	1	0	0	0	0							0	0	0	0	0	0	0	0
Bacteroides Infections	MESH:D001442				0	1	0	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Asthma, Exercise-Induced	MESH:D001250							1	0	0	0	1	0	0	0							0	0	0	0	0	0	0	0
Olfaction Disorders	MESH:D000857				0	0	2	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Angina, Unstable	MESH:D000789			1	1	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Anemia, Refractory, with Excess of Blasts	MESH:D000754					0	2	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Alkalosis	MESH:D000471					1	1	0	0	0	0	0	0	0	0					33.3	-8.3	0	0	0	0	0	0	0	0
Motor Disorders	MESH:D000068079									0	0	2	0	0	0									0	0	0	0	0	0
Abortion, Spontaneous	MESH:D000022							1	0	0	0	0	1	0	0							0	0	0	0	0	0	0	0
Nonseminomatous germ cell tumor	MESH:C537844						0	0	0	0	1	1	0	0	0						0	0	0	0	33.3	-8.3	0	0	0
Hernias, Diaphragmatic, Congenital	MESH:D065630										1	0	0	0	0										0	0	0	0	0
Corneal Injuries	MESH:D065306					0	1	0	0	0	0	0	0	0	0					0	-16.7	0	-33.3	0	0	0	0	0	0
Myalgia	MESH:D063806									0	1	0	0	0	0									0	0	0	0	0	0
Hyalohyphomycosis	MESH:D060605					0	0	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Fusariosis	MESH:D060585										0	0	0	0	0										0	0	0	0	0
Inflammatory Breast Neoplasms	MESH:D058922					0	0	0	1	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Osteoporotic Fractures	MESH:D058866								1	0	0	0	0	0	0								66.6	0	0	0	0	0	0
Flea Infestations	MESH:D058267									0	0	1	0	0	0									0	0	0	0	0	0
Low Tension Glaucoma	MESH:D057066						0	0	0	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Laryngopharyngeal Reflux	MESH:D057045							0	0	0	1	0	0	0	0							0	0	0	0	0	0	0	0
Peritoneal Fibrosis	MESH:D056627							0	0	0	0	0	1	0	0							0	0	0	0	0	0	0	0
Asthma, Aspirin-Induced	MESH:D055963							0	0	0	0	1	0	0	0							0	0	0	0	0	0	0	0
Invasive Pulmonary Aspergillosis	MESH:D055744										1	0	0	0	0										66.6	0	0	0	0
Pulmonary Aspergillosis	MESH:D055732										0	0	0	0	0										0	0	0	0	0
Idiopathic Pulmonary Fibrosis	MESH:D054990									0	0	0	1	0	0									0	0	0	0	0	0
Postural Orthostatic Tachycardia Syndrome	MESH:D054972											1	0	0	0											0	0	0	0
Hyperphosphatemia	MESH:D054559					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Vascular Malformations	MESH:D054079						0	0	0	0	0	0	1	0	0						0	0	0	0	0	0	0	0	0
Coronary Occlusion	MESH:D054059						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Posterior Leukoencephalopathy Syndrome	MESH:D054038						0	0	1	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Familial Hypophosphatemic Rickets	MESH:D053098							0	0	0	0	1	0	0	0							0	0	0	0	0	0	0	0
Tendinopathy	MESH:D052256						0	0	0	0	1	0	0	0	0						0	0	0	0	0	0	0	0	0
Mobility Limitation	MESH:D051346											1	0	0	0											0	0	0	0
SUNCT Syndrome	MESH:D050798					0	1	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Pituitary ACTH Hypersecretion	MESH:D047748														0														0
Gallstones	MESH:D042882						0	0	0	0	1	0	0	0	0						0	0	0	0	66.6	0	0	0	0
Jaundice, Obstructive	MESH:D041781							0	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Hypoalbuminemia	MESH:D034141									0	0	1	0	0	0									0	0	0	0	0	0
Lewy Body Disease	MESH:D020961							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Hypoxia-Ischemia, Brain	MESH:D020925							0	0	0	0	1	0	0	0							0	0	0	0	0	0	0	0
Neuromuscular Manifestations	MESH:D020879				0	0	0	1	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Isaacs Syndrome	MESH:D020386					0	0	0	1	0	0	0	0	0	0					0	0	0	33.3	0	0	0	0	0	0
Hypertensive Encephalopathy	MESH:D020343								1	0	0	0	0	0	0								33.3	0	0	0	0	0	0
Paraparesis	MESH:D020335				0	0	0	0	0	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Cavernous Sinus Thrombosis	MESH:D020226									1	0	0	0	0	0									0	0	0	0	0	0
Unverricht-Lundborg Syndrome	MESH:D020194							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Myoclonic Epilepsies, Progressive	MESH:D020191								1	0	0	0	0	0	0								0	0	0	0	0	0	0
Manganese Poisoning	MESH:D020149									1	0	0	0	0	0									0	0	0	0	0	0
Hyperhomocysteinemia	MESH:D020138									0	0	0	1	0	0									0	0	0	0	0	0
Multiple System Atrophy	MESH:D019578									0	0	1	0	0	0									0	0	0	0	0	0
Iron Overload	MESH:D019190											0	0	1	0											0	0	0	0
Abdominal Abscess	MESH:D018784				0	0	1	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Impotence, Vasculogenic	MESH:D018783										0	0	0	0	0										0	0	0	0	0
Systemic Inflammatory Response Syndrome	MESH:D018746							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Ventricular Dysfunction, Right	MESH:D018497						0	0	0	1	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Lymphoma, B-Cell, Marginal Zone	MESH:D018442										1	0	0	0	0										0	0	0	0	0
Respiratory Syncytial Virus Infections	MESH:D018357									0	0	0	0	0	0									0	0	0	0	0	0
Hemangioblastoma	MESH:D018325											0	0	1	0											0	0	0	0
Neoplasms, Mesothelial	MESH:D018301	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cholangiocarcinoma	MESH:D018281												1	0	0												0	0	0
Neoplasms, Bone Tissue	MESH:D018213									0	1	0	0	0	0									0	0	0	0	0	0
Giant Cell Tumor of Bone	MESH:D018212								1	0	0	0	0	0	0								0	0	0	0	0	0	0
Diabetic Foot	MESH:D017719						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Skin Diseases, Vascular	MESH:D017445							0	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Porphyria Cutanea Tarda	MESH:D017119							0	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Liver Failure	MESH:D017093											0	0	0	0											0	0	0	0
beta-Thalassemia	MESH:D017086									0	0	0	0	1	0									0	0	0	0	0	0
Diabetic Ketoacidosis	MESH:D016883				0	0	0	0	0	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Toxoplasmosis, Cerebral	MESH:D016781							0	0	0	0	0	1	0	0							0	0	0	0	0	0	0	0
Pneumocystis Infections	MESH:D016720								1	0	0	0	0	0	0								0	0	0	0	0	0	0
Motor Neuron Disease	MESH:D016472								0	0	0	0	0	1	0								0	0	0	0	0	0	0
Ovarian Hyperstimulation Syndrome	MESH:D016471					1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Lymphoma, T-Cell, Peripheral	MESH:D016411									0	0	0	1	0	0									0	0	0	0	0	0
Blood Loss, Surgical	MESH:D016063						0	0	0	0	1	0	0	0	0						0	0	0	0	0	0	0	0	0
Retinal Necrosis Syndrome, Acute	MESH:D015882							0	0	0	0	0	0	1	0							0	0	0	0	0	0	-33.4	0
Panniculitis, Lupus Erythematosus	MESH:D015435						0	0	0	0	0	1	0	0	0						0	0	0	0	0	0	0	0	0
Retinal Artery Occlusion	MESH:D015356						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Supratentorial Neoplasms	MESH:D015173									0	1	0	0	0	0									0	0	0	0	0	0
Vaginal Neoplasms	MESH:D014625													1	0													0	0
Vaginal Diseases	MESH:D014623										0	0	0	1	0										0	0	0	0	0
Uveitis, Anterior	MESH:D014606				0	0	0	0	1	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Uterine Diseases	MESH:D014591						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Ureteral Obstruction	MESH:D014517											0	0	0	0											0	0	0	0
Ureteral Calculi	MESH:D014514						0	0	0	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Tuberculosis, Pleural	MESH:D014396										0	0	0	1	0										0	0	0	0	0
Tuberculosis, Osteoarticular	MESH:D014394							0	0	0	0	0	0	1	0							0	0	0	0	0	0	0	0
Chagas Disease	MESH:D014355														0														0
Tinea Pedis	MESH:D014008					0	1	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Tick Infestations	MESH:D013984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetany	MESH:D013746						0	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Tachycardia, Atrioventricular Nodal Reentry	MESH:D013611								1	0	0	0	0	0	0								0	0	0	0	0	0	0
Sleep Deprivation	MESH:D012892					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Skin Abnormalities	MESH:D012868								0	1	0	0	0	0	0								0	66.6	0	0	0	0	0
Self Mutilation	MESH:D012652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	66.6	0	0	0	0	0	0	0	-33.3
Dermatitis, Seborrheic	MESH:D012628						0	0	0	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Scotoma	MESH:D012607						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Sclerosis	MESH:D012598											1	0	0	0											0	0	0	0
Sarcoma 180	MESH:D012510									0	0	1	0	0	0									0	0	0	0	0	0
Salpingitis	MESH:D012488						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Salmonella Infections, Animal	MESH:D012481		0	1	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Salivary Gland Neoplasms	MESH:D012468					0	0	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Rheumatic Fever	MESH:D012213						0	0	1	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Retinitis	MESH:D012173						0	0	0	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Retinal Diseases	MESH:D012164										0	0	0	0	0										0	0	0	0	0
Respiratory Paralysis	MESH:D012133							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Respiratory Hypersensitivity	MESH:D012130		0	1	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
Chronic Kidney Disease-Mineral and Bone Disorder	MESH:D012080												0	0	1												0	0	0
Rectal Diseases	MESH:D012002						0	0	0	0	0	0	1	0	0						0	0	0	0	0	0	0	0	0
Q Fever	MESH:D011778							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Pyuria	MESH:D011776							0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Psychophysiologic Disorders	MESH:D011602				1	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Pregnancy Complications, Cardiovascular	MESH:D011249					0	0	1	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Polyradiculopathy	MESH:D011128						1	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Plasmacytoma	MESH:D010954									1	0	0	0	0	0									0	0	0	0	0	0
Plague	MESH:D010930				0	0	0	0	0	0	1	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Peptic Ulcer Hemorrhage	MESH:D010438							0	0	0	1	0	0	0	0							0	0	0	0	0	0	0	0
Penile Induration	MESH:D010411										1	0	0	0	0										0	0	0	0	0
Pemphigoid, Benign Mucous Membrane	MESH:D010390									0	0	1	0	0	0									0	0	0	0	0	0
Parotid Neoplasms	MESH:D010307									0	0	1	0	0	0									0	0	66.6	0	0	0
Paraphilic Disorders	MESH:D010262						1	0	0	0	0	0	0	0	0						-33.4	0	0	0	0	0	0	0	0
Papilledema	MESH:D010211							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Osteochondrodysplasias	MESH:D010009				1	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Orthomyxoviridae Infections	MESH:D009976							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Ophthalmoplegia	MESH:D009886				0	0	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Onchocerciasis	MESH:D009855				0	0	0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Nose Diseases	MESH:D009668				0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Nocardia Infections	MESH:D009617											1	0	0	0											0	0	0	0
Neurotic Disorders	MESH:D009497	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-33.4	0	0	0	0	0	0	0	0	0	0
Nervous System Neoplasms	MESH:D009423			0	0	0	0	0	1	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Nephrocalcinosis	MESH:D009397								0	0	0	0	0	0	0								0	0	0	0	0	0	0
Nasal Polyps	MESH:D009298							0	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Myotonic Dystrophy	MESH:D009223					0	0	0	1	0	0	0	0	0	0					0	0	0	33.3	0	0	0	0	0	0
Myopia	MESH:D009216			0	0	0	0	1	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0
Muscle Hypotonia	MESH:D009123								0	1	0	0	0	0	0								0	0	0	0	0	0	0
Mucopolysaccharidosis III	MESH:D009084				0	1	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Mixed Connective Tissue Disease	MESH:D008947							0	1	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Metabolism, Inborn Errors	MESH:D008661				0	0	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Metabolic Diseases	MESH:D008659					0	0	0	0	0	0	0	0	1	0					0	0	0	0	0	0	0	0	0	0
Meningococcal Infections	MESH:D008589							0	0	1	0	0	0	0	0							0	0	-16.7	-33.3	0	0	0	0
Meningitis, Listeria	MESH:D008584									1	0	0	0	0	0									0	0	0	0	0	0
Melanosis	MESH:D008548						0	0	0	0	0	0	0	1	0						0	0	0	0	0	0	0	0	0
Meige Syndrome	MESH:D008538								0	0	0	0	1	0	0								0	0	0	0	0	0	0
Marfan Syndrome	MESH:D008382				0	0	0	0	0	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Magnesium Deficiency	MESH:D008275						0	1	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Lung Diseases, Fungal	MESH:D008172								0	1	0	0	0	0	0								0	-33.4	0	0	0	0	0
Lichen Planus	MESH:D008010												0	1	0												0	66.6	0
Leukoencephalopathy, Progressive Multifocal	MESH:D007968				0	0	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Leukemia, Radiation-Induced	MESH:D007953						0	0	1	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Leukemia, Experimental	MESH:D007942									0	0	0	0	1	0									0	0	0	0	0	0
Laryngismus	MESH:D007826								0	0	0	0	1	0	0								0	0	0	0	0	0	0
Laryngeal Neoplasms	MESH:D007822									0	0	1	0	0	0									0	0	0	0	0	0
Jejunal Diseases	MESH:D007579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infant, Newborn, Diseases	MESH:D007232							0	0	0	0	0	1	0	0							0	0	0	0	0	0	0	0
Hypolipoproteinemias	MESH:D007009									0	1	0	0	0	0									0	0	0	0	0	0
Hymenolepiasis	MESH:D006925					0	1	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Hydrocephalus	MESH:D006849						0	0	1	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Hookworm Infections	MESH:D006725				0	0	0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0
Histoplasmosis	MESH:D006660								0	1	0	0	0	0	0								0	-33.4	0	0	0	0	0
Herpes Zoster	MESH:D006562								0	1	0	0	0	0	0								0	0	0	0	0	0	0
Hepatorenal Syndrome	MESH:D006530			0	0	0	0	0	0	0	0	0	0	0	1			0	0	0	0	0	0	0	0	0	0	0	0
Hepatitis A	MESH:D006506							1	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0
Hemorrhagic Disorders	MESH:D006474						0	0	0	1	0	0	0	0	0						0	0	0	-33.4	0	0	0	0	0
Hematoma	MESH:D006406								1	0	0	0	0	0	0								66.6	0	0	0	0	0	0
Helminthiasis, Animal	MESH:D006374						0	0	0	0	0	0	1	0	0						0	0	0	0	0	0	0	0	0
Heart Injuries	MESH:D006335									0	0	0	1	0	0									0	0	0	0	0	0
Hearing Loss, Noise-Induced	MESH:D006317				0	0	0	0	0	1	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Hearing Disorders	MESH:D006311				0	0	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0
Gynecomastia	MESH:D006177					1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Growth Disorders	MESH:D006130					0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Folliculitis	MESH:D005499						0	0	1	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0
Fibrous Dysplasia of Bone	MESH:D005357									0	0	0	0	0	1									0	0	0	0	0	-33.4
Fibrosarcoma	MESH:D005354							0	0	0	0	0	0	1	0							0	0	0	0	0	0	0	0
Fetal Resorption	MESH:D005327				0	0	0	0	0	0	0	1	0	0	0				0	0	0	0	0	0	0	0	0	0	0
Fetal Death	MESH:D005313								0	0	0	0	1	0	0								0	0	0	0	0	0	0
Facial Nerve Diseases	MESH:D005155					1	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	0
Eye Neoplasms	MESH:D005134											0	0	1	0											0	0	0	0
