disease_name	disease_id	953_cmpds	1049_cmpds	1150_cmpds	1250_cmpds	1350_cmpds	1450_cmpds	1550_cmpds	1650_cmpds	1750_cmpds	1852_cmpds	1950_cmpds	2050_cmpds	2150_cmpds	2250_cmpds	2294_cmpds	953_top10	1049_top10	1150_top10	1250_top10	1350_top10	1450_top10	1550_top10	1650_top10	1750_top10	1852_top10	1950_top10	2050_top10	2150_top10	2250_top10	2294_top10
HIV Wasting Syndrome	MESH:D019247											2	3	3	4	4											0	66.6	66.6	50	50
Cystitis, Interstitial	MESH:D018856					2	2	2	2	2	3	3	3	3	4	4					0	0	0	0	0	0	0	0	0	0	0
Anemia, Iron-Deficiency	MESH:D018798						3	3	3	4	4	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Soft Tissue Infections	MESH:D018461	2	2	2	2	2	2	3	3	3	3	4	4	4	4	4	0	0	0	0	0	0	66.6	66.6	66.6	66.6	50	50	50	50	50
Neuroendocrine Tumors	MESH:D018358						2	2	2	2	3	3	4	4	4	4						50	50	50	0	0	0	0	0	0	0
Melanoma, Amelanotic	MESH:D018328						2	2	2	2	2	3	3	3	4	4						0	0	0	0	0	0	0	0	50	50
Exfoliation Syndrome	MESH:D017889						3	3	3	3	3	3	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Pelvic Pain	MESH:D017699						2	2	2	3	4	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Hypereosinophilic Syndrome	MESH:D017681								2	3	4	4	4	4	4	4								0	0	0	0	0	0	0	0
Pyoderma Gangrenosum	MESH:D017511								2	2	3	3	4	4	4	4								0	0	0	0	0	0	0	0
Mitochondrial Myopathies	MESH:D017240				2	2	3	3	3	3	3	3	3	3	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Ascaridida Infections	MESH:D017191	2	2	2	2	2	2	2	2	2	2	2	2	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malaria, Vivax	MESH:D016780								2	2	3	3	4	4	4	4								0	0	66.6	66.6	50	50	50	50
Fungemia	MESH:D016469										3	3	4	4	4	4										66.6	66.6	50	50	50	50
Iridocyclitis	MESH:D015863						3	3	3	3	3	3	3	4	4	4						66.6	66.6	66.6	66.6	66.6	66.6	66.6	25	25	25
Eye Infections, Fungal	MESH:D015821					2	2	2	3	3	4	4	4	4	4	4					0	0	0	66.6	66.6	50	50	50	50	50	50
Ocular Hypotension	MESH:D015814								2	4	4	4	4	4	4	4								0	50	50	50	50	50	50	50
Histiocytic Disorders, Malignant	MESH:D015620									3	3	4	4	4	4	4									0	0	0	0	0	0	0
Leprosy, Borderline	MESH:D015439			2	2	2	2	2	2	3	4	4	4	4	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Zollinger-Ellison Syndrome	MESH:D015043				2	2	2	3	3	3	3	4	4	4	4	4				100	100	100	66.6	66.6	66.6	66.6	100	100	100	100	100
Wound Infection	MESH:D014946							3	3	3	3	3	3	3	3	4							0	0	0	0	0	0	0	0	25
Water-Electrolyte Imbalance	MESH:D014883				2	2	2	3	3	3	3	3	3	3	4	4				50	50	50	33.3	33.3	33.3	33.3	33.3	33.3	33.3	25	25
Uveomeningoencephalitic Syndrome	MESH:D014607						2	2	3	4	4	4	4	4	4	4						100	100	66.6	50	50	50	50	25	25	25
Urologic Neoplasms	MESH:D014571			2	2	3	3	3	3	4	4	4	4	4	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Urinary Incontinence, Stress	MESH:D014550										2	4	4	4	4	4										0	0	0	0	0	0
Urinary Calculi	MESH:D014545						2	3	4	4	4	4	4	4	4	4						100	66.6	75	75	75	75	75	75	75	75
Tuberous Sclerosis	MESH:D014402												4	4	4	4												75	75	75	75
Tuberculosis, Meningeal	MESH:D014390					2	2	2	2	2	4	4	4	4	4	4					0	0	0	0	0	25	25	25	25	25	25
Trismus	MESH:D014313							3	3	4	4	4	4	4	4	4							0	0	0	0	0	0	0	0	0
Trichostrongyloidiasis	MESH:D014252	2	2	2	2	2	3	3	3	3	3	3	3	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thrombocytosis	MESH:D013922									2	3	4	4	4	4	4									0	0	0	0	0	0	0
Superior Vena Cava Syndrome	MESH:D013479					2	2	2	2	3	3	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Sunburn	MESH:D013471				3	3	4	4	4	4	4	4	4	4	4	4				0	0	50	50	50	50	50	50	50	50	50	50
Strongyloidiasis	MESH:D013322	2	3	3	3	3	4	4	4	4	4	4	4	4	4	4	100	66.6	66.6	66.6	66.6	50	50	50	50	50	50	50	50	50	50
Stomatitis	MESH:D013280	2	2	2	2	3	3	3	3	3	3	3	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spermatic Cord Torsion	MESH:D013086									2	3	4	4	4	4	4									0	0	0	0	0	0	0
Skin Ulcer	MESH:D012883						2	3	3	4	4	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Sinus Thrombosis, Intracranial	MESH:D012851				2	2	2	2	3	3	3	3	3	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Sick Sinus Syndrome	MESH:D012804					3	3	3	4	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Schistosomiasis mansoni	MESH:D012555					2	2	2	2	2	3	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Puerperal Disorders	MESH:D011644					2	2	2	4	4	4	4	4	4	4	4					0	0	0	50	50	50	50	50	50	50	50
Puberty, Precocious	MESH:D011629						2	3	4	4	4	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Pterygium	MESH:D011625									2	4	4	4	4	4	4									0	0	0	0	0	0	0
Psychomotor Disorders	MESH:D011596	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proctocolitis	MESH:D011350			2	2	3	3	3	3	4	4	4	4	4	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Pregnancy Complications	MESH:D011248				2	2	2	2	3	3	3	3	3	3	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Pica	MESH:D010842								2	3	4	4	4	4	4	4								0	0	0	0	0	0	0	0
Pheochromocytoma	MESH:D010673			2	2	2	2	2	3	3	3	3	4	4	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Familial Mediterranean Fever	MESH:D010505								2	3	3	3	3	3	4	4								0	0	0	0	0	0	0	0
Paraproteinemias	MESH:D010265							2	2	2	3	4	4	4	4	4							0	0	0	0	0	0	0	0	0
Paraplegia	MESH:D010264									2	2	3	3	4	4	4									0	0	0	0	0	0	0
Paraganglioma	MESH:D010235			2	3	3	3	3	3	3	3	3	3	3	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Papilloma	MESH:D010212	2	2	2	2	2	2	3	3	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	50	50	50	50	0	0	0
Neuromuscular Diseases	MESH:D009468		2	2	2	2	2	3	3	3	3	3	3	3	4	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neoplasms, Unknown Primary	MESH:D009382				2	2	2	2	2	2	2	2	2	3	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Neonatal Abstinence Syndrome	MESH:D009357								4	4	4	4	4	4	4	4								0	0	0	0	0	0	0	0
Nasopharyngeal Neoplasms	MESH:D009303				2	2	2	2	2	3	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Myositis	MESH:D009220						2	3	3	4	4	4	4	4	4	4						50	100	100	75	75	75	50	50	50	50
Myeloproliferative Disorders	MESH:D009196											2	2	2	3	4											100	100	100	66.6	75
Mycoplasma Infections	MESH:D009175			2	2	2	2	2	3	3	4	4	4	4	4	4			0	0	0	0	0	66.6	66.6	50	50	50	50	50	50
Mycobacterium Infections, Nontuberculous	MESH:D009165					2	2	2	2	2	3	3	3	3	4	4					0	0	0	0	0	0	0	0	0	0	0
Musculoskeletal Diseases	MESH:D009140				2	2	3	3	4	4	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Motion Sickness	MESH:D009041								2	2	2	3	3	3	4	4								0	0	0	0	0	0	0	0
Methemoglobinemia	MESH:D008708				2	2	3	4	4	4	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Metaplasia	MESH:D008679				2	3	3	3	3	4	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Menstruation Disturbances	MESH:D008599					2	2	2	2	2	3	3	3	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Meningitis, Meningococcal	MESH:D008585							2	2	2	3	4	4	4	4	4							0	0	0	0	0	0	0	0	0
Meningitis, Aseptic	MESH:D008582						2	2	2	3	3	3	3	3	4	4						0	0	0	0	0	0	0	0	0	0
Meningeal Neoplasms	MESH:D008577			2	2	2	3	3	3	4	4	4	4	4	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Meconium Aspiration Syndrome	MESH:D008471							2	2	2	3	4	4	4	4	4							0	0	0	0	0	0	0	0	0
Mycetoma	MESH:D008271								2	2	3	3	4	4	4	4								100	100	66.6	66.6	75	75	75	75
Lymphoproliferative Disorders	MESH:D008232									3	3	3	3	4	4	4									0	0	0	0	0	0	0
Lymphopenia	MESH:D008231				2	2	2	3	3	3	3	3	3	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Lymphatic Metastasis	MESH:D008207												2	2	4	4												0	0	50	50
Lupus Erythematosus, Discoid	MESH:D008179								2	3	3	3	4	4	4	4								0	66.6	66.6	66.6	50	50	50	50
Liver Diseases, Alcoholic	MESH:D008108						2	2	3	4	4	4	4	4	4	4						0	0	0	50	50	50	50	50	50	50
Laryngeal Diseases	MESH:D007818						2	3	3	3	3	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Polycystic Kidney Diseases	MESH:D007690								2	2	2	2	4	4	4	4								0	0	0	0	0	0	0	0
Kidney Calculi	MESH:D007669		2	2	3	4	4	4	4	4	4	4	4	4	4	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinal Polyps	MESH:D007417						2	4	4	4	4	4	4	4	4	4						0	75	75	75	75	75	75	75	75	75
Intervertebral Disc Displacement	MESH:D007405					3	3	3	3	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Intermittent Claudication	MESH:D007383	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Infarction	MESH:D007238	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ileal Diseases	MESH:D007077	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hypochondriasis	MESH:D006998			2	2	2	2	3	4	4	4	4	4	4	4	4			0	0	0	0	66.6	50	50	50	50	50	50	50	50
Hyperparathyroidism	MESH:D006961									2	2	2	3	4	4	4									0	0	0	33.3	75	75	75
Hyperlipoproteinemia Type IV	MESH:D006953		2	2	3	4	4	4	4	4	4	4	4	4	4	4		100	100	100	75	75	75	75	75	75	75	75	75	75	75
Hyperesthesia	MESH:D006941					2	3	3	3	3	3	3	3	3	3	4					0	0	0	0	0	0	0	0	0	0	0
Hyperaldosteronism	MESH:D006929					2	2	3	3	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
HIV Seropositivity	MESH:D006679									2	3	3	4	4	4	4									0	33.3	33.3	75	75	75	75
Histiocytosis, Langerhans-Cell	MESH:D006646					2	3	3	3	3	3	3	3	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Hepatic Veno-Occlusive Disease	MESH:D006504							2	2	2	2	3	3	3	4	4							0	0	0	0	0	0	0	0	0
Hemolytic-Uremic Syndrome	MESH:D006463				2	2	2	3	3	3	3	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Hemoglobinuria, Paroxysmal	MESH:D006457					2	3	3	3	3	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Hematologic Diseases	MESH:D006402					2	2	2	2	3	3	3	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Hemangioma	MESH:D006391						2	3	3	3	3	3	3	4	4	4						50	100	100	100	100	100	66.6	50	50	50
Heart Valve Diseases	MESH:D006349						2	3	3	4	4	4	4	4	4	4						100	66.6	66.6	50	50	50	50	50	25	25
Glycosuria	MESH:D006029				2	2	3	3	3	3	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Genital Neoplasms, Female	MESH:D005833					2	2	2	2	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Gastroenteritis, Transmissible, of Swine	MESH:D005761	2	2	3	3	3	3	3	3	3	4	4	4	4	4	4	50	50	100	100	100	100	100	100	100	100	100	100	100	100	100
Gallbladder Neoplasms	MESH:D005706									2	2	2	3	3	4	4									0	0	0	66.6	66.6	50	50
Flushing	MESH:D005483	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	66.6	66.6	66.6	50	50	50	50	50	50	50	50	50	50	50	50
Fissure in Ano	MESH:D005401					2	2	3	3	3	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Facial Pain	MESH:D005157					3	3	3	3	3	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Eyelid Diseases	MESH:D005141	2	2	2	2	3	3	3	3	3	3	3	3	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eye Diseases	MESH:D005128					2	3	3	3	3	3	3	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Esophageal Diseases	MESH:D004935					2	2	3	3	3	3	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Edema, Cardiac	MESH:D004489						2	2	2	2	2	2	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Dysentery, Amebic	MESH:D004404				2	3	3	3	3	3	3	3	3	3	3	4				0	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	50
Ductus Arteriosus, Patent	MESH:D004374						3	3	3	3	4	4	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Disseminated Intravascular Coagulation	MESH:D004211								2	3	3	3	3	3	4	4								0	0	0	0	0	0	0	0
Dental Caries	MESH:D003731				3	3	4	4	4	4	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Coxsackievirus Infections	MESH:D003384						2	2	2	2	2	2	4	4	4	4						0	0	0	0	0	0	0	0	0	0
Constriction, Pathologic	MESH:D003251							2	2	2	2	3	4	4	4	4							0	0	0	0	0	0	0	0	0
Compartment Syndromes	MESH:D003161							3	3	4	4	4	4	4	4	4							33.3	33.3	25	25	25	25	25	25	25
Coccidioidomycosis	MESH:D003047					2	2	2	2	2	3	3	4	4	4	4					0	0	0	0	0	0	0	50	50	50	50
Cleft Lip	MESH:D002971				4	4	4	4	4	4	4	4	4	4	4	4				25	25	0	0	0	0	0	0	0	0	0	0
Chromoblastomycosis	MESH:D002862			2	2	2	2	2	3	3	4	4	4	4	4	4			0	0	0	0	0	0	0	50	50	50	50	50	50
Cholangitis	MESH:D002761						2	2	2	2	2	2	2	3	3	4						0	0	0	0	0	0	0	0	0	50
Child Development Disorders, Pervasive	MESH:D002659					2	3	3	3	3	3	3	3	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Central Nervous System Infections	MESH:D002494								2	2	3	3	3	3	3	4								0	0	0	0	0	0	0	0
Celiac Disease	MESH:D002446					2	3	3	3	3	3	3	3	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Cadmium Poisoning	MESH:D002105				3	3	3	4	4	4	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Borderline Personality Disorder	MESH:D001883				2	2	2	3	4	4	4	4	4	4	4	4				50	0	0	100	75	75	75	75	75	75	75	75
Bone Marrow Diseases	MESH:D001855							2	2	2	2	2	3	3	4	4							0	0	0	0	0	0	0	0	0
Blood Platelet Disorders	MESH:D001791							2	2	2	2	2	2	3	4	4							0	0	0	0	0	0	0	0	0
Blast Crisis	MESH:D001752						2	2	2	3	3	3	3	3	4	4						0	0	0	0	0	0	0	0	0	0
Birth Weight	MESH:D001724				3	3	3	3	3	3	3	3	3	3	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Biliary Tract Diseases	MESH:D001660							2	2	3	3	4	4	4	4	4							0	0	0	0	0	0	0	0	0
Bacteroides Infections	MESH:D001442				2	2	3	3	3	3	3	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Asthma, Exercise-Induced	MESH:D001250							2	3	3	3	3	4	4	4	4							0	0	0	0	0	0	0	0	0
Olfaction Disorders	MESH:D000857				2	2	2	4	4	4	4	4	4	4	4	4				0	0	0	0	0	0	0	0	0	0	0	0
Angina, Unstable	MESH:D000789			2	3	4	4	4	4	4	4	4	4	4	4	4			0	0	0	0	0	0	0	0	0	0	0	0	0
Anemia, Refractory, with Excess of Blasts	MESH:D000754					2	2	4	4	4	4	4	4	4	4	4					0	0	0	0	0	0	0	0	0	0	0
Alkalosis	MESH:D000471					2	3	4	4	4	4	4	4	4	4	4					0	33.3	25	25	25	25	25	25	25	25	25
Motor Disorders	MESH:D000068079									2	2	2	4	4	4	4									0	0	0	0	0	0	0
Abortion, Spontaneous	MESH:D000022							2	3	3	3	3	3	4	4	4							0	0	0	0	0	0	0	0	0
Nonseminomatous germ cell tumor	MESH:C537844						2	2	2	2	2	3	4	4	4	4						0	0	0	0	0	33.3	25	25	25	25
Hernias, Diaphragmatic, Congenital	MESH:D065630										2	3	3	3	3	3										0	0	0	0	0	0
Corneal Injuries	MESH:D065306					2	2	3	3	3	3	3	3	3	3	3					50	50	33.3	33.3	0	0	0	0	0	0	0
Myalgia	MESH:D063806									2	2	3	3	3	3	3									0	0	0	0	0	0	0
Hyalohyphomycosis	MESH:D060605					2	2	2	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Fusariosis	MESH:D060585										3	3	3	3	3	3										0	0	0	0	0	0
Inflammatory Breast Neoplasms	MESH:D058922					2	2	2	2	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Osteoporotic Fractures	MESH:D058866								2	3	3	3	3	3	3	3								0	66.6	66.6	66.6	66.6	66.6	66.6	66.6
Flea Infestations	MESH:D058267									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Low Tension Glaucoma	MESH:D057066						2	2	2	2	2	2	2	2	3	3						0	0	0	0	0	0	0	0	0	0
Laryngopharyngeal Reflux	MESH:D057045							2	2	2	2	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Peritoneal Fibrosis	MESH:D056627							2	2	2	2	2	2	3	3	3							0	0	0	0	0	0	0	0	0
Asthma, Aspirin-Induced	MESH:D055963							2	2	2	2	2	3	3	3	3							0	0	0	0	0	0	0	0	0
Invasive Pulmonary Aspergillosis	MESH:D055744										2	3	3	3	3	3										0	66.6	66.6	66.6	66.6	66.6
Pulmonary Aspergillosis	MESH:D055732										3	3	3	3	3	3										0	0	0	0	0	0
Idiopathic Pulmonary Fibrosis	MESH:D054990									2	2	2	2	3	3	3									0	0	0	0	0	0	0
Postural Orthostatic Tachycardia Syndrome	MESH:D054972											2	3	3	3	3											0	0	0	0	0
Hyperphosphatemia	MESH:D054559					3	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Vascular Malformations	MESH:D054079						2	2	2	2	2	2	2	3	3	3						0	0	0	0	0	0	0	0	0	0
Coronary Occlusion	MESH:D054059						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Posterior Leukoencephalopathy Syndrome	MESH:D054038						2	2	2	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Familial Hypophosphatemic Rickets	MESH:D053098							2	2	2	2	2	3	3	3	3							100	100	100	100	100	100	100	100	100
Tendinopathy	MESH:D052256						2	2	2	2	2	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Mobility Limitation	MESH:D051346											2	3	3	3	3											0	0	0	0	0
SUNCT Syndrome	MESH:D050798					2	2	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Pituitary ACTH Hypersecretion	MESH:D047748														3	3														0	0
Gallstones	MESH:D042882						2	2	2	2	2	3	3	3	3	3						0	0	0	0	0	66.6	66.6	66.6	66.6	66.6
Jaundice, Obstructive	MESH:D041781							2	2	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Hypoalbuminemia	MESH:D034141									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Lewy Body Disease	MESH:D020961							3	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Hypoxia-Ischemia, Brain	MESH:D020925							2	2	2	2	2	3	3	3	3							0	0	0	0	0	0	0	0	0
Neuromuscular Manifestations	MESH:D020879				2	2	2	2	3	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Isaacs Syndrome	MESH:D020386					2	2	2	2	3	3	3	3	3	3	3					0	0	0	0	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Hypertensive Encephalopathy	MESH:D020343								2	3	3	3	3	3	3	3								0	33.3	33.3	33.3	33.3	33.3	33.3	33.3
Paraparesis	MESH:D020335				2	2	2	2	2	2	2	2	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Cavernous Sinus Thrombosis	MESH:D020226									2	3	3	3	3	3	3									0	0	0	0	0	0	0
Unverricht-Lundborg Syndrome	MESH:D020194							2	3	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Myoclonic Epilepsies, Progressive	MESH:D020191								2	3	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Manganese Poisoning	MESH:D020149									2	3	3	3	3	3	3									0	0	0	0	0	0	0
Hyperhomocysteinemia	MESH:D020138									2	2	2	2	3	3	3									0	0	0	0	0	0	0
Multiple System Atrophy	MESH:D019578									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Iron Overload	MESH:D019190											2	2	2	3	3											0	0	0	0	0
Abdominal Abscess	MESH:D018784				2	2	2	3	3	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Impotence, Vasculogenic	MESH:D018783										3	3	3	3	3	3										0	0	0	0	0	0
Systemic Inflammatory Response Syndrome	MESH:D018746							3	3	3	3	3	3	3	3	3							100	100	100	100	100	100	100	100	100
Ventricular Dysfunction, Right	MESH:D018497						2	2	2	2	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Lymphoma, B-Cell, Marginal Zone	MESH:D018442										2	3	3	3	3	3										0	0	0	0	0	0
Respiratory Syncytial Virus Infections	MESH:D018357									3	3	3	3	3	3	3									0	0	0	0	0	0	0
Hemangioblastoma	MESH:D018325											2	2	2	3	3											0	0	0	0	0
Neoplasms, Mesothelial	MESH:D018301	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cholangiocarcinoma	MESH:D018281												2	3	3	3												0	0	0	0
Neoplasms, Bone Tissue	MESH:D018213									2	2	3	3	3	3	3									0	0	0	0	0	0	0
Giant Cell Tumor of Bone	MESH:D018212								2	3	3	3	3	3	3	3								100	100	100	100	100	100	100	100
Diabetic Foot	MESH:D017719						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Skin Diseases, Vascular	MESH:D017445							2	2	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Porphyria Cutanea Tarda	MESH:D017119							2	2	3	3	3	3	3	3	3							0	0	0	0	0	0	0	0	0
Liver Failure	MESH:D017093											3	3	3	3	3											0	0	0	0	0
beta-Thalassemia	MESH:D017086									2	2	2	2	2	3	3									0	0	0	0	0	0	0
Diabetic Ketoacidosis	MESH:D016883				2	2	2	2	2	2	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Toxoplasmosis, Cerebral	MESH:D016781							2	2	2	2	2	2	3	3	3							0	0	0	0	0	0	0	0	0
Pneumocystis Infections	MESH:D016720								2	3	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Motor Neuron Disease	MESH:D016472								2	2	2	2	2	2	3	3								0	0	0	0	0	0	0	0
Ovarian Hyperstimulation Syndrome	MESH:D016471					2	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Lymphoma, T-Cell, Peripheral	MESH:D016411									2	2	2	2	3	3	3									0	0	0	0	0	0	0
Blood Loss, Surgical	MESH:D016063						2	2	2	2	2	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Retinal Necrosis Syndrome, Acute	MESH:D015882							2	2	2	2	2	2	2	3	3							100	100	100	100	100	100	100	66.6	66.6
Panniculitis, Lupus Erythematosus	MESH:D015435						2	2	2	2	2	2	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Retinal Artery Occlusion	MESH:D015356						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Supratentorial Neoplasms	MESH:D015173									2	2	3	3	3	3	3									0	0	0	0	0	0	0
Vaginal Neoplasms	MESH:D014625													2	3	3													0	0	0
Vaginal Diseases	MESH:D014623										2	2	2	2	3	3										0	0	0	0	0	0
Uveitis, Anterior	MESH:D014606				2	2	2	2	2	3	3	3	3	3	3	3				0	0	0	0	0	0	0	0	0	0	0	0
Uterine Diseases	MESH:D014591						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Ureteral Obstruction	MESH:D014517											3	3	3	3	3											0	0	0	0	0
Ureteral Calculi	MESH:D014514						2	2	2	2	2	2	2	2	3	3						0	0	0	0	0	0	0	0	0	0
Tuberculosis, Pleural	MESH:D014396										2	2	2	2	3	3										0	0	0	0	0	0
Tuberculosis, Osteoarticular	MESH:D014394							2	2	2	2	2	2	2	3	3							0	0	0	0	0	0	0	0	0
Chagas Disease	MESH:D014355														3	3														0	0
Tinea Pedis	MESH:D014008					2	2	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Tick Infestations	MESH:D013984	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetany	MESH:D013746						2	2	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Tachycardia, Atrioventricular Nodal Reentry	MESH:D013611								2	3	3	3	3	3	3	3								0	0	0	0	0	0	0	0
Sleep Deprivation	MESH:D012892					3	3	3	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Skin Abnormalities	MESH:D012868								2	2	3	3	3	3	3	3								0	0	66.6	66.6	66.6	66.6	66.6	66.6
Self Mutilation	MESH:D012652	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	66.6	66.6	66.6	66.6	66.6	66.6	66.6	66.6	33.3
Dermatitis, Seborrheic	MESH:D012628						2	2	2	2	2	2	2	2	3	3						0	0	0	0	0	0	0	0	0	0
Scotoma	MESH:D012607						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Sclerosis	MESH:D012598											2	3	3	3	3											0	0	0	0	0
Sarcoma 180	MESH:D012510									2	2	2	3	3	3	3									0	0	0	0	0	0	0
Salpingitis	MESH:D012488						2	3	3	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
Salmonella Infections, Animal	MESH:D012481		2	2	3	3	3	3	3	3	3	3	3	3	3	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salivary Gland Neoplasms	MESH:D012468					2	2	2	3	3	3	3	3	3	3	3					0	0	0	0	0	0	0	0	0	0	0
Rheumatic Fever	MESH:D012213						2	2	2	3	3	3	3	3	3	3						0	0	0	0	0	0	0	0	0	0
